"alter";"geschlecht";"bundesland";"einkommen"
49;2;5;1400
57;1;5;2750
38;2;5;400
42;1;5;1850
67;2;5;2150
59;1;5;1600
52;2;5;1200
47;2;5;400
49;1;5;2450
24;1;5;75
77;1;5;800
84;2;5;600
46;1;5;1850
21;1;5;800
40;2;5;1400
47;2;5;800
50;1;5;1850
23;2;5;1200
64;1;5;1000
29;2;5;400
31;1;5;1850
72;2;5;1200
54;2;5;400
41;1;5;1850
79;2;5;800
43;2;5;800
48;1;5;2150
30;2;5;800
76;1;5;1200
53;2;5;600
63;1;5;400
92;2;5;800
70;2;5;800
62;1;5;1850
29;2;5;225
30;1;5;1000
50;2;5;1200
52;1;5;2450
26;1;5;400
62;1;5;5750
67;2;5;1600
65;2;5;225
71;1;5;1000
66;2;5;4750
65;2;5;2750
28;2;5;1200
61;1;5;1000
31;1;5;1200
73;2;5;1850
40;1;5;1850
24;2;5;400
25;1;5;1400
52;2;5;2450
22;2;5;1200
22;1;5;1200
18;2;5;800
42;2;5;1600
45;1;5;3050
51;1;5;2150
95;2;5;2150
23;2;5;1400
27;1;5;1400
32;2;5;800
58;1;5;2150
39;2;5;1200
41;1;5;1200
45;1;5;1600
41;2;5;1200
56;1;5;2450
48;1;5;1200
60;1;5;1400
32;2;5;1400
38;1;5;1000
57;2;5;75
67;1;5;1000
29;2;5;400
23;2;5;600
28;2;5;800
30;2;5;400
24;1;5;1200
24;1;5;1200
20;2;5;600
80;1;5;1200
67;2;5;600
68;1;5;600
49;2;5;2150
29;2;5;225
31;1;5;1400
23;2;5;1200
25;1;5;1400
32;2;5;3400
36;1;5;5350
42;2;5;400
43;1;5;2150
15;2;5;75
68;2;5;1850
17;2;5;400
42;2;5;1200
39;2;5;600
61;2;5;400
63;1;5;1200
68;2;5;225
69;1;5;2150
38;1;5;600
23;1;5;1200
71;2;5;400
70;1;5;2750
48;1;5;400
54;1;5;1600
49;2;5;1400
50;1;5;400
64;1;5;2150
73;2;5;75
74;1;5;1200
81;2;5;800
44;2;5;225
39;1;5;400
14;1;5;75
23;2;5;800
63;2;5;800
67;1;5;1200
75;2;5;800
75;2;5;600
73;1;5;1600
30;2;5;1850
61;2;5;75
60;1;5;1000
60;2;5;1400
57;1;5;1400
73;2;5;800
37;2;5;600
40;1;5;1400
53;2;5;2150
55;1;5;3050
39;2;5;400
39;1;5;1400
63;1;5;1200
76;2;5;600
6;1;5;225
35;1;5;1200
32;1;5;2450
74;2;5;600
76;1;5;1400
76;1;5;1000
42;1;5;1000
44;1;5;1200
50;1;5;1600
49;2;5;800
45;2;5;1000
46;1;5;1600
21;1;5;400
41;1;5;3050
61;1;5;2450
73;2;5;1850
73;1;5;1000
71;2;5;225
69;1;5;1850
63;1;5;600
74;2;5;75
78;1;5;1000
41;2;5;2150
55;2;5;1000
57;1;5;1850
32;2;5;1850
35;2;5;600
37;1;5;2450
23;2;5;1200
31;1;5;1600
56;2;5;2750
93;2;5;2750
82;1;5;1400
3;2;5;75
37;2;5;1400
34;2;5;225
37;1;5;2450
61;2;5;600
66;1;5;600
69;2;5;1000
69;1;5;800
65;2;5;1200
67;2;5;400
75;1;5;1000
81;2;5;1400
60;1;5;2150
43;1;5;800
13;1;5;225
43;2;5;1600
50;1;5;1850
15;2;5;225
28;1;5;1000
63;2;5;1000
65;1;5;1000
56;1;5;2750
22;2;5;1200
58;2;5;400
65;1;5;1850
20;1;5;600
48;2;5;800
55;1;5;225
26;1;5;600
28;1;5;1600
28;2;5;1600
76;2;5;1400
30;2;5;400
33;1;5;2450
33;2;5;800
74;2;5;2450
82;1;5;800
1;1;5;75
34;1;5;1600
6;1;5;75
61;2;5;225
64;1;5;1400
56;2;5;600
59;1;5;1850
32;1;5;1850
20;1;5;1850
47;2;5;600
56;1;5;1400
23;1;5;1000
45;1;5;2150
30;1;5;1400
64;2;5;800
47;2;5;1200
52;1;5;2750
18;2;5;400
67;2;5;600
19;2;5;225
52;2;5;1850
68;1;5;6750
19;1;5;225
66;2;5;1000
61;2;5;600
54;1;5;3050
89;2;5;800
21;1;5;1000
18;1;5;225
53;1;5;2450
15;2;5;225
69;2;5;2450
22;1;5;400
45;2;5;800
47;1;5;1000
79;1;5;1400
37;2;5;225
43;1;5;1850
56;1;5;1850
58;1;5;1000
20;1;5;400
88;2;5;1200
40;1;5;2150
28;2;5;1000
74;2;5;600
30;2;5;1600
58;2;5;1000
65;1;5;400
47;2;5;800
47;1;5;1600
53;2;5;1400
55;1;5;1400
53;1;5;3050
42;2;5;225
34;2;5;1200
35;1;5;1000
38;2;5;400
39;1;5;2750
24;2;5;225
35;1;5;1850
41;2;5;1600
34;1;5;1600
58;1;5;600
82;2;5;600
47;2;5;2450
36;2;5;1400
39;1;5;1600
35;2;5;1400
30;2;5;1400
33;2;5;1200
20;2;5;400
54;2;5;800
46;1;5;800
33;2;5;1400
34;1;5;1400
33;2;5;400
29;1;5;2150
33;2;5;1000
34;1;5;4250
28;2;5;400
28;1;5;800
38;1;5;1600
7;2;5;75
12;1;5;75
5;2;5;75
32;2;5;1000
9;1;5;75
35;2;5;1000
35;1;5;1400
46;2;5;1200
52;1;5;1600
40;2;5;1400
38;1;5;4250
34;2;5;400
49;2;5;800
46;1;5;1400
46;1;5;3800
81;1;5;2750
41;1;5;2150
39;2;5;1600
41;1;5;4750
48;2;5;1200
77;2;5;1000
74;1;5;1200
43;2;5;1000
11;2;5;225
50;2;5;1600
57;2;5;400
45;1;5;3400
45;2;5;1000
51;1;5;3400
38;1;5;1600
48;2;5;2750
47;1;5;225
77;2;5;400
77;1;5;1400
36;1;5;3050
44;1;5;1000
42;2;5;1000
67;1;5;1400
44;1;5;1600
77;1;5;1200
68;2;5;225
75;1;5;1400
59;1;5;2150
22;2;5;400
37;1;5;4250
79;2;5;1600
82;1;5;2750
44;2;5;1400
10;2;5;225
36;2;5;400
54;1;5;800
14;2;5;225
77;2;5;1850
29;2;5;1000
28;1;5;1000
45;2;5;1200
49;1;5;1200
25;2;5;1200
30;2;5;1200
38;1;5;1400
67;2;5;800
69;1;5;800
18;1;5;400
43;2;5;1200
47;1;5;1600
21;2;5;1200
22;1;5;1000
75;2;5;225
78;1;5;3050
90;2;5;1200
20;1;5;1200
23;2;5;1200
74;1;5;800
66;2;5;800
35;1;5;1200
45;2;5;600
46;1;5;225
60;1;5;600
38;2;5;225
38;1;5;2150
26;2;5;1400
31;1;5;1400
47;2;5;225
50;1;5;1600
43;1;5;1600
21;2;5;400
48;2;5;75
25;1;5;225
72;2;5;600
68;1;5;1000
63;1;5;1200
74;2;5;75
73;1;5;1400
39;2;5;1400
40;1;5;1400
58;1;5;3050
44;2;5;600
38;1;5;1600
55;2;5;2450
60;1;5;1850
26;1;5;600
64;1;5;1850
36;2;5;1000
44;1;5;1000
85;2;5;600
39;2;5;225
38;1;5;1400
41;1;5;600
27;2;5;600
52;2;5;400
53;1;5;2750
22;1;5;800
21;2;5;800
60;2;5;225
65;1;5;600
25;2;5;400
59;1;5;4250
70;1;5;1000
75;2;5;400
75;1;5;3400
28;2;5;400
51;1;5;1850
50;2;5;600
45;1;5;1000
40;1;5;2450
47;2;5;225
52;1;5;800
56;1;5;3800
30;2;5;1200
56;2;5;1200
56;1;5;1400
33;2;5;1000
53;2;5;225
59;1;5;2750
20;2;5;75
24;1;5;800
59;2;5;225
62;1;5;225
21;1;5;800
25;2;5;1850
61;1;5;600
51;1;5;1200
59;2;5;1400
87;2;5;2450
49;1;5;800
49;1;5;1200
45;2;5;600
47;1;5;2150
63;2;5;2150
64;1;5;2150
69;2;5;400
66;1;5;800
24;2;5;75
81;2;5;600
74;1;5;600
80;2;5;1200
39;2;5;600
42;1;5;1850
44;1;5;400
70;2;5;1400
53;2;5;800
55;1;5;1850
36;1;5;1000
55;1;5;5750
69;2;5;600
74;1;5;1200
60;1;5;1400
30;1;5;2450
29;2;5;2450
78;2;5;800
30;2;5;400
33;1;5;1850
73;1;5;1600
74;2;5;400
77;1;5;2150
60;1;5;1600
31;2;5;1200
65;1;5;1200
70;2;5;800
36;1;5;1850
56;1;5;3050
24;1;5;1000
62;2;5;1200
51;1;5;2150
37;1;5;1600
32;1;5;3050
70;2;5;75
72;1;5;1400
72;2;5;3800
33;2;5;600
41;1;5;800
21;1;5;800
48;2;5;1000
27;2;5;2750
29;1;5;3050
66;1;5;800
30;1;5;600
82;1;5;1400
48;2;5;400
52;1;5;2750
31;2;5;600
33;1;5;1600
51;1;5;800
38;2;5;1600
66;2;5;1400
63;1;5;1200
33;1;5;4250
56;1;5;1200
80;2;5;400
80;1;5;2450
33;1;5;1200
64;2;5;600
63;1;5;1600
41;2;5;225
44;1;5;2450
20;1;5;1000
52;2;5;1400
19;1;5;600
38;2;5;800
38;1;5;2450
39;2;5;600
45;1;5;1200
53;2;5;1400
63;1;5;1850
53;2;5;1400
76;2;5;800
18;2;5;400
23;1;5;1200
18;2;5;75
21;1;5;225
67;2;5;400
34;1;5;4250
60;2;5;225
64;1;5;1200
72;2;5;225
72;1;5;1000
46;2;5;1200
50;2;5;800
72;1;5;1400
43;2;5;600
44;1;5;1850
22;2;5;600
79;1;5;800
85;1;5;2150
62;2;5;1000
36;2;5;400
42;1;5;1600
85;2;5;225
86;1;5;400
45;2;5;1000
51;1;5;2750
41;1;5;1850
26;2;5;1200
58;2;5;1400
29;1;5;1000
67;2;5;1600
53;2;5;800
39;2;5;1400
45;1;5;1400
58;2;5;600
61;1;5;4750
70;2;5;1000
38;2;5;1000
69;2;5;400
40;2;5;800
75;1;5;800
40;1;5;800
66;2;5;75
69;1;5;1200
59;1;5;2150
42;2;5;225
43;1;5;3050
49;1;5;2450
27;1;5;600
64;2;5;400
71;1;5;1200
30;1;5;1000
20;2;5;600
45;2;5;600
18;1;5;225
46;1;5;1600
25;1;5;1200
34;2;5;1850
48;1;5;1850
80;2;5;1400
47;1;5;1000
39;2;5;1400
37;1;5;1600
64;2;5;225
67;1;5;1600
20;2;5;400
41;2;5;800
45;1;5;1600
24;2;5;800
43;2;5;1400
78;2;5;1400
89;1;5;2750
45;1;5;1600
65;2;5;225
65;1;5;600
71;2;5;2450
35;2;5;600
48;1;5;1850
28;1;5;3400
25;2;5;1200
62;1;5;2150
23;1;5;400
59;1;5;5350
45;2;5;800
46;1;5;2150
85;2;5;1000
88;1;5;1850
26;1;5;800
19;2;5;75
23;1;5;800
1;1;5;75
44;2;5;1850
48;1;5;2150
70;2;5;225
75;1;5;3050
34;2;5;1600
64;2;5;225
66;1;5;1850
52;1;5;4250
53;2;5;3050
25;2;5;400
28;1;5;1600
30;2;5;1000
33;1;5;1000
57;2;5;800
61;1;5;1600
67;2;5;400
65;1;5;1850
43;1;5;2450
38;2;5;400
40;1;5;1400
29;2;5;225
36;1;5;1000
0;2;5;75
72;2;5;800
73;1;5;800
26;1;5;1850
19;2;5;75
24;1;5;1200
34;1;5;1850
75;2;5;400
80;1;5;800
69;2;5;800
31;2;5;1600
36;1;5;1400
80;2;5;2750
59;1;5;3400
74;2;5;400
76;1;5;1400
66;2;5;1400
75;2;5;1000
56;1;5;800
45;1;5;3400
81;2;5;1600
88;1;5;2450
88;2;5;1600
74;2;5;400
58;1;5;1600
41;1;5;2150
46;1;5;1000
52;2;5;800
26;1;5;1000
36;1;5;1600
22;1;5;400
68;2;5;400
23;2;5;1200
44;2;5;600
44;1;5;2150
46;2;5;1000
51;1;5;3400
45;2;5;1400
50;1;5;14000
56;2;5;1850
55;1;5;1850
45;1;5;2150
21;2;5;600
31;2;5;400
40;1;5;1850
36;1;5;2450
40;2;5;600
38;1;5;2750
41;2;5;800
42;1;5;2150
43;2;5;1400
1;2;5;75
22;2;5;225
23;1;5;2450
2;1;5;75
33;1;5;1400
32;2;5;1600
88;2;5;1600
22;2;5;1600
52;2;5;600
53;1;5;1400
25;1;5;1200
31;2;5;1200
44;1;5;1850
39;1;5;2450
26;2;5;1400
33;1;5;1400
50;2;5;1200
45;1;5;1400
42;2;5;1400
42;1;5;1400
31;1;5;75
33;1;5;2150
30;2;5;1600
44;1;5;3400
38;1;5;3050
35;2;5;600
36;1;5;2150
63;2;5;800
65;1;5;1400
75;2;5;1200
52;2;5;400
54;1;5;1850
26;2;5;1200
52;2;5;800
50;1;5;1200
24;1;5;800
26;2;5;400
34;1;5;1400
28;2;5;75
70;2;5;400
66;1;5;1200
41;2;5;800
48;1;5;600
65;1;5;1200
32;1;5;800
28;2;5;1000
25;1;5;400
57;2;5;1600
52;2;5;600
53;1;5;1850
49;2;5;75
50;1;5;3400
13;1;5;225
44;1;5;3050
12;1;5;225
73;2;5;600
60;1;5;1600
88;2;5;1200
27;2;5;1600
33;1;5;3050
35;1;5;1200
88;1;5;8750
21;2;5;400
47;1;5;1600
24;2;5;400
80;2;5;1000
30;2;5;2150
40;1;5;225
56;2;5;225
67;1;5;1600
53;1;5;600
49;2;5;800
52;1;5;2150
70;2;5;1200
81;1;5;1200
61;2;5;1400
61;2;5;400
66;1;5;1200
84;2;5;1000
57;2;5;3800
58;1;5;1000
20;2;5;400
22;2;5;600
29;1;5;1200
42;1;5;1400
84;2;5;800
56;2;5;400
62;1;5;400
20;2;5;225
35;2;5;400
37;1;5;1200
42;1;5;1850
39;1;5;1600
79;2;5;1000
75;1;5;1200
62;2;5;600
64;1;5;1000
64;2;5;2150
30;2;5;600
30;1;5;1850
25;2;5;400
67;1;5;3050
28;1;5;2150
12;1;5;225
43;2;5;225
44;1;5;225
15;1;5;225
21;2;5;400
25;1;5;1200
23;1;5;400
63;1;5;1200
53;1;5;3400
68;2;5;225
67;1;5;1400
70;1;5;600
32;1;5;1400
76;2;5;75
74;1;5;1400
79;1;5;225
44;2;5;600
80;2;5;225
22;1;5;600
74;2;5;600
57;2;5;800
57;1;5;4750
35;1;5;2150
58;1;5;1400
54;2;5;400
50;1;5;800
41;2;5;400
44;1;5;1400
17;1;5;400
23;1;5;1200
53;2;5;800
62;1;5;1000
26;1;5;1400
77;2;5;1000
45;2;5;400
47;1;5;1200
23;2;5;800
65;2;5;600
68;1;5;1200
95;1;5;800
80;1;5;1200
42;2;5;600
42;1;5;1850
75;2;5;225
76;1;5;1200
48;1;5;1600
57;2;5;400
58;1;5;1000
65;1;5;1000
30;1;5;1400
56;2;5;400
62;1;5;800
62;2;5;1850
44;2;5;1850
39;1;5;1850
20;1;5;400
41;2;5;800
43;1;5;1400
33;1;5;1000
63;1;5;3400
74;2;5;400
74;1;5;1200
43;1;5;1400
56;2;5;1200
47;2;5;1200
48;1;5;2450
42;2;5;400
53;1;5;1850
76;1;5;2150
22;2;5;600
46;2;5;1400
42;1;5;800
56;1;5;1200
45;2;5;1200
53;1;5;1200
37;2;5;600
37;1;5;4750
63;1;5;2450
58;2;5;1000
60;1;5;1200
77;2;5;225
76;1;5;2750
86;2;5;600
65;2;5;1000
40;2;5;400
46;2;5;1850
34;1;5;1850
33;2;5;1400
78;2;5;1400
41;1;5;1850
35;1;5;1850
43;2;5;1400
45;1;5;1000
89;2;5;800
75;2;5;400
77;1;5;1400
42;2;5;600
46;1;5;1600
46;2;5;600
52;1;5;1600
71;2;5;600
50;2;5;1600
52;1;5;1600
57;2;5;1000
57;1;5;1200
36;2;5;600
47;1;5;2450
46;2;5;1200
19;2;5;400
42;2;5;1400
44;1;5;1400
59;2;5;1200
66;1;5;1200
53;2;5;1200
35;2;5;400
40;1;5;1400
23;2;5;1200
30;1;5;1400
42;1;5;2450
34;2;5;225
57;1;5;800
11;1;5;225
39;2;5;1200
69;2;5;1000
57;1;5;1200
33;1;5;1600
66;2;5;225
70;1;5;1400
49;2;5;600
52;1;5;1850
47;2;5;600
23;2;5;1200
25;1;5;1000
35;1;5;1400
5;1;5;75
10;1;5;75
31;2;5;75
7;1;5;75
36;1;5;1000
11;1;5;75
64;2;5;1200
35;2;5;1000
46;1;5;2450
42;2;5;1400
80;2;5;1200
38;2;5;400
46;1;5;1600
55;2;5;1400
56;1;5;2450
69;1;5;1600
72;2;5;1000
23;2;5;1400
23;2;5;600
60;1;5;1200
63;1;5;1600
44;2;5;600
47;1;5;1850
23;2;5;1200
65;2;5;1000
72;1;5;2450
80;2;5;1850
36;2;5;225
38;1;5;1400
64;2;5;800
63;2;5;1200
67;1;5;2150
57;2;5;75
70;1;5;1200
37;2;5;1600
88;2;5;2750
39;1;5;2150
62;1;5;1400
44;2;5;800
46;1;5;1600
24;1;5;75
11;2;5;225
31;2;5;1000
8;1;5;225
63;1;5;1200
85;2;5;800
42;2;5;1400
46;2;5;1200
51;1;5;1600
21;2;5;1000
80;2;5;1600
49;2;5;400
56;1;5;1200
24;1;5;600
69;2;5;75
75;1;5;1600
41;2;5;1200
48;1;5;1200
47;2;5;1850
19;2;5;225
49;1;5;2150
60;2;5;1200
17;1;5;400
41;2;5;1400
44;1;5;1400
20;2;5;75
8;1;5;400
32;2;5;600
65;2;5;1000
70;1;5;1400
70;2;5;1850
50;2;5;400
53;1;5;1400
20;1;5;400
60;1;5;1400
49;1;5;1400
57;2;5;400
62;1;5;1200
51;2;5;2450
54;1;5;2750
78;2;5;600
77;1;5;1200
76;2;5;1200
63;1;5;1850
84;1;5;600
38;2;5;400
46;1;5;2150
73;2;5;225
75;1;5;2150
37;1;5;800
65;1;5;75
32;2;5;400
36;1;5;2150
46;2;5;600
49;1;5;1600
23;1;5;1200
49;1;5;1600
48;2;5;1850
22;1;5;1400
50;2;5;400
54;1;5;2750
43;2;5;1600
36;1;5;1600
38;2;5;1850
44;1;5;1850
34;1;5;2750
57;2;5;1400
15;2;5;400
50;2;5;400
39;1;5;2150
62;2;5;3800
69;2;5;800
68;1;5;800
71;2;5;75
77;1;5;2750
79;1;5;1400
61;1;5;1400
51;2;5;1850
60;1;5;2150
26;1;5;400
16;1;5;400
55;1;5;800
18;1;5;1850
25;1;5;1200
24;2;5;1000
44;2;5;400
53;1;5;1600
51;1;5;2450
62;1;5;1850
25;1;5;1400
21;2;5;1000
25;1;5;800
45;2;5;1850
46;1;5;600
23;1;5;1200
33;1;5;1600
33;2;5;1200
40;1;5;1400
28;1;5;600
37;2;5;1400
61;1;5;1850
76;2;5;1000
70;1;5;1200
59;1;5;1600
57;1;5;1200
72;2;5;1000
24;2;5;1200
52;2;5;225
56;1;5;1200
27;2;5;1000
33;2;5;2150
37;1;5;2450
68;2;5;1000
82;2;5;75
91;1;5;600
2;1;5;75
29;1;5;1000
6;2;5;75
28;2;5;600
67;2;5;75
73;1;5;1400
69;2;5;1200
63;1;5;1400
39;1;5;1600
51;1;5;1850
73;2;5;225
74;1;5;1600
33;1;5;800
60;2;5;1200
35;2;5;225
43;1;5;1850
66;2;5;600
69;1;5;1200
47;2;5;600
83;1;5;2150
43;2;5;1200
67;2;5;1000
54;2;5;1200
56;1;5;1200
36;2;5;1200
42;2;5;2150
38;1;5;1850
63;1;5;600
46;2;5;1000
50;1;5;1000
91;2;5;1200
69;2;5;400
70;1;5;1850
49;1;5;1200
24;2;5;600
24;1;5;800
57;1;5;5750
58;2;5;600
38;2;5;1400
41;1;5;1600
53;2;5;600
50;1;5;1850
24;1;5;1000
28;2;5;600
70;1;5;3050
35;1;5;1850
36;2;5;1200
73;2;5;1200
35;2;5;1200
68;2;5;225
73;1;5;1600
62;2;5;1400
28;2;5;400
30;1;5;1400
53;2;5;400
59;1;5;400
52;1;5;1000
42;1;5;1400
49;1;5;4250
71;2;5;600
35;2;5;1200
35;1;5;2750
39;1;5;1600
34;2;5;1200
44;1;5;3050
23;2;5;1400
76;2;5;225
79;1;5;1200
39;1;5;1200
62;2;5;400
62;1;5;800
25;2;5;1200
26;1;5;1200
73;2;5;1200
68;2;5;1400
72;2;5;225
75;1;5;1400
75;2;5;600
23;1;5;1000
74;1;5;1000
41;2;5;1600
42;1;5;1400
43;2;5;600
44;1;5;1600
38;1;5;1850
74;1;5;225
67;2;5;400
40;1;5;2150
78;2;5;225
74;1;5;800
38;2;5;1850
40;2;5;600
36;1;5;2450
36;1;5;1200
48;2;5;1400
65;2;5;600
31;2;5;1200
46;2;5;600
47;1;5;1600
21;1;5;400
26;2;5;1000
33;1;5;1200
33;2;5;600
74;2;5;800
75;1;5;1600
48;1;5;1400
24;1;5;400
15;1;5;75
41;2;5;1600
43;1;5;1600
17;2;5;75
75;2;5;225
65;2;5;800
51;1;5;800
36;2;5;1400
43;1;5;1400
78;1;5;1200
35;1;5;1600
41;2;5;75
72;2;5;1200
72;1;5;1600
49;1;5;2150
41;1;5;4250
50;2;5;4750
52;1;5;6750
63;1;5;2150
24;2;5;1200
56;2;5;1400
60;1;5;1200
74;2;5;1200
71;2;5;400
71;1;5;1850
24;1;5;1850
25;1;5;1200
89;2;5;800
43;2;5;1000
47;1;5;400
72;2;5;400
65;1;5;1000
28;2;5;600
30;1;5;1850
64;2;5;400
71;1;5;1400
22;1;5;2150
20;2;5;600
38;1;5;1400
71;2;5;1000
44;1;5;2750
61;1;5;1600
56;2;5;800
61;1;5;1200
84;2;5;600
72;1;5;800
72;2;5;400
71;1;5;1850
70;2;5;600
71;1;5;1400
30;2;5;2450
69;1;5;1400
55;1;5;4250
45;2;5;1400
48;1;5;2150
87;2;5;225
60;1;5;1600
47;2;5;1850
48;1;5;1850
21;1;5;225
91;2;5;1400
72;1;5;2150
39;1;5;1000
73;2;5;800
68;2;5;225
71;1;5;1200
20;1;5;800
29;1;5;2150
28;2;5;800
31;1;5;800
18;2;5;75
47;2;5;1200
50;1;5;1200
21;1;5;75
71;2;5;1000
32;1;5;1400
34;2;5;1200
85;2;5;1600
60;2;5;400
66;1;5;1850
40;2;5;400
49;1;5;1600
69;2;5;800
31;2;5;75
31;1;5;1850
9;2;5;225
36;2;5;600
38;1;5;1400
19;1;5;225
29;2;5;1850
36;1;5;1000
77;2;5;1400
61;1;5;1000
30;1;5;3050
66;2;5;75
71;1;5;1400
21;1;5;400
37;2;5;1600
48;2;5;1600
74;2;5;1000
63;2;5;600
64;2;5;800
73;1;5;2750
33;1;5;1400
83;2;5;1600
37;2;5;1200
35;1;5;1200
79;2;5;1600
24;1;5;1400
20;1;5;1200
59;1;5;1400
21;1;5;1600
27;1;5;1850
32;2;5;1600
35;1;5;1200
22;2;5;600
75;1;5;1850
35;2;5;400
36;1;5;1850
49;2;5;1200
75;2;5;225
74;1;5;2150
84;2;5;600
35;1;5;400
57;1;5;3800
70;2;5;225
71;1;5;1200
30;2;5;2450
61;2;5;225
66;1;5;4250
34;2;5;2450
41;2;5;800
46;1;5;1850
53;2;5;400
53;1;5;1600
76;1;5;400
79;2;5;1000
58;1;5;1200
21;1;5;1000
21;1;5;600
45;2;5;400
46;1;5;2150
60;2;5;600
50;1;5;600
44;2;5;1600
64;2;5;600
63;1;5;1200
42;1;5;2750
59;2;5;800
23;1;5;1000
45;2;5;2150
74;2;5;400
77;1;5;1200
33;1;5;1600
29;1;5;1850
60;2;5;400
61;1;5;1400
21;2;5;600
45;2;5;1400
67;2;5;1850
31;2;5;400
40;1;5;600
75;1;5;1200
19;1;5;600
45;2;5;800
49;1;5;1400
23;1;5;800
36;2;5;225
37;1;5;1850
57;1;5;1200
42;1;5;1600
34;2;5;1400
19;1;5;400
45;1;5;1600
18;2;5;400
21;1;5;600
70;1;5;1400
45;2;5;600
49;1;5;3800
41;1;5;1600
57;2;5;18000
67;1;5;18000
27;2;5;400
22;1;5;1200
59;2;5;2750
59;2;5;1200
57;1;5;1000
64;1;5;1200
76;2;5;2150
79;1;5;2750
74;2;5;800
79;1;5;1400
63;2;5;1400
61;1;5;1400
48;1;5;1000
70;2;5;400
71;1;5;1850
69;2;5;800
52;2;5;2150
52;1;5;1000
29;1;5;2150
45;2;5;1000
14;2;5;225
40;2;5;1000
35;1;5;1200
47;2;5;1200
46;1;5;1200
61;1;5;1850
64;2;5;1850
74;1;5;1600
52;2;5;1400
30;2;5;600
31;1;5;1600
76;2;5;1400
81;2;5;1200
35;2;5;225
34;1;5;400
5;2;5;75
67;2;5;2150
66;2;5;600
69;1;5;1600
75;2;5;600
53;2;5;600
55;1;5;3050
19;1;5;400
44;1;5;2150
71;2;5;75
74;1;5;1600
19;2;5;400
60;1;5;1600
38;2;5;800
41;1;5;1850
51;2;5;800
61;2;5;600
47;2;5;2450
51;1;5;2450
43;2;5;800
45;1;5;2750
51;1;5;1600
22;1;5;400
56;2;5;1600
20;2;5;1000
35;1;5;3400
33;2;5;1850
12;2;5;225
33;2;5;1000
7;2;5;225
64;1;5;1400
42;1;5;1400
34;2;5;1400
40;2;5;400
42;1;5;2150
35;2;5;1600
38;1;5;1600
38;2;5;225
35;1;5;1400
38;2;5;225
41;1;5;2150
25;1;5;1850
23;2;5;600
41;2;5;800
43;1;5;800
18;1;5;225
83;2;5;3050
40;2;5;400
42;1;5;1850
39;2;5;1850
43;1;5;400
29;1;5;1200
29;2;5;1200
63;1;5;1600
23;1;5;1400
32;1;5;2450
50;2;5;75
51;1;5;1600
18;1;5;225
27;2;5;1600
32;1;5;1200
72;2;5;600
39;2;5;1200
36;1;5;1200
67;1;5;1850
43;2;5;2450
22;1;5;1200
46;1;5;3050
23;1;5;1200
32;1;5;3050
32;1;5;2750
37;1;5;1850
34;2;5;1600
39;1;5;1600
39;1;6;1400
41;2;6;3050
40;2;6;600
40;2;6;1400
33;1;6;1600
39;1;6;2150
31;2;6;2150
60;1;6;4250
61;2;6;2750
65;1;6;1850
32;1;6;1200
55;1;6;4750
52;2;6;600
26;2;6;75
21;2;6;225
57;1;6;1400
24;2;6;1200
28;1;6;1400
32;1;6;1200
73;1;6;1200
71;2;6;225
40;1;6;3050
39;2;6;600
76;1;6;400
77;2;6;800
41;1;6;2750
59;1;6;4250
74;1;6;1200
70;2;6;225
66;1;6;2150
46;2;6;800
85;1;6;1200
79;2;6;75
91;2;6;600
36;1;6;2450
30;2;6;1400
38;1;6;2450
80;2;6;1600
42;1;6;1000
39;1;6;1400
32;2;6;800
37;1;6;800
73;2;6;400
52;1;6;18000
45;1;6;1200
42;2;6;1200
23;2;6;1600
20;2;6;1000
30;2;6;1400
69;1;6;1000
55;2;6;1600
39;1;6;2150
50;1;6;4750
33;1;6;2450
32;2;6;1000
48;1;6;1200
50;2;6;1000
78;2;6;1600
50;1;6;3050
44;1;6;2450
28;2;6;2150
38;1;6;2450
32;1;6;1000
83;2;6;2450
77;1;6;4250
81;1;6;1400
77;2;6;1200
67;1;6;1200
68;2;6;1400
54;1;6;600
45;2;6;1850
21;1;6;600
72;2;6;800
71;1;6;2150
73;2;6;1000
41;1;6;600
95;1;6;1600
38;1;6;3400
32;2;6;2150
73;1;6;3800
67;2;6;75
47;1;6;800
40;2;6;75
27;1;6;1850
44;1;6;2150
65;1;6;1200
64;2;6;1000
41;1;6;2450
38;2;6;1000
61;1;6;3400
45;1;6;1850
83;2;6;1000
31;2;6;225
3;2;6;225
2;2;6;225
44;1;6;1850
56;1;6;8750
49;2;6;1850
53;1;6;1400
74;1;6;1000
77;2;6;1000
62;1;6;1850
45;1;6;2150
21;2;6;1000
18;1;6;400
67;1;6;1600
77;2;6;1000
65;2;6;1000
37;1;6;4250
33;1;6;1600
58;1;6;1850
27;2;6;1200
74;2;6;600
50;1;6;800
42;2;6;400
41;1;6;3800
31;2;6;1000
40;1;6;2150
72;1;6;600
71;2;6;225
55;1;6;3050
54;2;6;400
22;1;6;1000
39;1;6;600
78;1;6;1400
76;2;6;600
45;1;6;1850
60;1;6;600
28;1;6;2450
50;1;6;400
72;1;6;1400
61;2;6;600
89;2;6;1200
55;1;6;1600
55;1;6;1600
59;1;6;1400
50;2;6;225
23;1;6;1850
87;2;6;1200
71;1;6;800
74;2;6;600
31;1;6;2750
41;2;6;1400
33;2;6;1600
87;2;6;600
45;1;6;3050
45;2;6;1000
62;1;6;800
51;2;6;1200
